2025-12-30T06:24:38.899485506Z [inf]  100.64.0.5:32518 - "GET /api/agents/bbeda238-e8d9-4d8c-b93b-1b7694581adb/kb HTTP/1.1" 200
2025-12-30T06:32:59.371882787Z [err]  2025-12-30 06:32:59,371 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:32:59.613008595Z [err]  2025-12-30 06:32:59,611 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA/actions/playback_stop "HTTP/1.1 200 OK"
2025-12-30T06:32:59.614358006Z [err]  2025-12-30 06:32:59,612 - telnyx_service - INFO - ✅ Successfully stopped audio playback
2025-12-30T06:32:59.614371873Z [err]  2025-12-30 06:32:59,612 - core_calling_service - INFO - ✅ BARGE-IN: Audio playback STOPPED
2025-12-30T06:32:59.614383348Z [err]  2025-12-30 06:32:59,612 - core_calling_service - INFO - ✅ BARGE-IN: Preserving silence greeting in history to maintain context
2025-12-30T06:32:59.620051194Z [err]  2025-12-30 06:32:59,618 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.626179624Z [err]  2025-12-30 06:32:59,624 - redis_service - INFO - 📦 Stored call data in Redis: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (TTL: 3600s)
2025-12-30T06:32:59.626190731Z [err]  2025-12-30 06:32:59,624 - core_calling_service - INFO - ✅ BARGE-IN: Reset silence_greeting_triggered flag
2025-12-30T06:32:59.626197999Z [err]  2025-12-30 06:32:59,624 - core_calling_service - INFO - ⏱️ [06:32:59.624] ⏩ About to call _process_call_flow_streaming()
2025-12-30T06:32:59.626204581Z [err]  2025-12-30 06:32:59,624 - core_calling_service - INFO - ⏱️ [06:32:59.624] 🔀 Agent type: call_flow, calling flow processor...
2025-12-30T06:32:59.626212011Z [err]  2025-12-30 06:32:59,625 - core_calling_service - INFO - ⏱️ [06:32:59.625] 🔀 _process_call_flow_streaming() ENTRY
2025-12-30T06:32:59.626219358Z [err]  2025-12-30 06:32:59,625 - core_calling_service - INFO - Flow processing - History length: 3, Is first: False
2025-12-30T06:32:59.626227441Z [err]  2025-12-30 06:32:59,625 - core_calling_service - INFO - 🔍 Using explicitly set current_node_id: 2
2025-12-30T06:32:59.626234005Z [err]  2025-12-30 06:32:59,625 - core_calling_service - INFO - ⏱️ [06:32:59.625] 🔀 About to call _follow_transition() for: Hell o....
2025-12-30T06:32:59.626240679Z [err]  2025-12-30 06:32:59,625 - core_calling_service - INFO - Evaluating transitions from Greeting for message: Hell o.
2025-12-30T06:32:59.626247301Z [err]  2025-12-30 06:32:59,625 - core_calling_service - INFO - 🔍 Checking 'Hello=Yes' override [DEPLOYMENT VERIFIED] for msg='hell o' on node='Greeting'
2025-12-30T06:32:59.626255131Z [err]  2025-12-30 06:32:59,625 - core_calling_service - WARNING - ⚠️ Auto-transition after response target not found: None, falling back to normal evaluation
2025-12-30T06:32:59.638281338Z [err]  2025-12-30 06:32:59,634 - core_calling_service - INFO - ⏱️ [06:32:59.634] 🔀 TRANSITION EVALUATION START - Calling LLM for 2 options
2025-12-30T06:32:59.764220469Z [err]  2025-12-30 06:32:59,762 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:32:59.764225936Z [err]  2025-12-30 06:32:59,762 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.machine.premium.detection.ended', 'id': 'ab788e71-a477-4a96-b6d4-57e8b504a423', 'occurred_at': '2025-12-30T06:32:59.544101Z', 'payload': {'call_control_id': 'v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA', 'call_leg_id': '5c98a9a4-e549-11f0-af4f-02420aef951f', 'call_session_id': '5c95d580-e549-11f0-9be0-02420aef951f', 'client_state': None, 'connection_id': '2777245537294877821', 'from': '+14048000152', 'result': 'human_residence', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:32:59.764230456Z [err]  2025-12-30 06:32:59,762 - server - INFO - 🎯 Event type: call.machine.premium.detection.ended, Call ID: v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:32:59.764236033Z [err]  2025-12-30 06:32:59,762 - server - INFO - 📨 ================================================
2025-12-30T06:32:59.764241121Z [inf]  100.64.0.8:12858 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:32:59.881590319Z [err]  2025-12-30 06:32:59,877 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:33:00.091781011Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{callerName}} with  in content
2025-12-30T06:33:00.091865062Z [err]  2025-12-30 06:33:00,060 - httpx - INFO - HTTP Request: POST https://api.x.ai/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-30T06:33:00.091870204Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - ⏱️ [06:33:00.062] 🔀 TRANSITION EVALUATION COMPLETE - took 427ms
2025-12-30T06:33:00.091874381Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🤖 AI transition decision: '-1'
2025-12-30T06:33:00.091878505Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 📊 Available transitions: ['Confirms name (Yes|Speaking|This is he/she) OR Ask...', 'Wrong number (No John here|Wrong number|etc) - don...']
2025-12-30T06:33:00.091882840Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - Selected transition index: -1
2025-12-30T06:33:00.091886988Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - No specific condition matched, looking for default transition...
2025-12-30T06:33:00.091891984Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - ⚠️ No transition matched, but node has GOAL. Staying on current node to continue with goal-based guidance.
2025-12-30T06:33:00.091895928Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🎯 Goal: Find out if your speaking to the right person....
2025-12-30T06:33:00.091901597Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - ⏱️ [TIMING] TRANSITION_EVAL: 437ms
2025-12-30T06:33:00.091905688Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - ⏱️ [06:33:00.062] ✅ Node selected, about to process content...
2025-12-30T06:33:00.091910001Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{now}} with Tuesday, December 30, 2025 at 1:32 AM EST in content
2025-12-30T06:33:00.091914251Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{customer_name}} with Kendrick in content
2025-12-30T06:33:00.092602808Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{lead_id}} with None in content
2025-12-30T06:33:00.092613677Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{qc_tracking_enabled}} with False in content
2025-12-30T06:33:00.092620912Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{track_keywords}} with  in content
2025-12-30T06:33:00.092629283Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{expected_commitment}} with not_specified in content
2025-12-30T06:33:00.092636692Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{to_number}} with +17708336397 in content
2025-12-30T06:33:00.092644592Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{phone_number}} with +17708336397 in content
2025-12-30T06:33:00.092651790Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 🔧 Replaced {{email}} with None in content
2025-12-30T06:33:00.092659075Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - ✅ Using explicit SCRIPT mode (length: 9 chars) - will return text instantly
2025-12-30T06:33:00.092666863Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - Using flow node: Greeting (type: conversation, mode: script)
2025-12-30T06:33:00.092673833Z [err]  2025-12-30 06:33:00,062 - core_calling_service - INFO - 📚 skip_mandatory_precheck=true - skipping pre-response mandatory check, will check on transition
2025-12-30T06:33:00.092681127Z [err]  2025-12-30 06:33:00,063 - core_calling_service - INFO - ⏱️ [06:33:00.062] 📄 About to process content (mode=script, length=9)
2025-12-30T06:33:00.092688251Z [err]  2025-12-30 06:33:00,063 - core_calling_service - INFO - 🔄 Dynamic rephrase enabled - generating natural variation of script
2025-12-30T06:33:00.092695137Z [err]  2025-12-30 06:33:00,063 - core_calling_service - ERROR - Error generating rephrased script: No module named 'api_key_service'
2025-12-30T06:33:00.093618476Z [err]  2025-12-30 06:33:00,063 - server - INFO - 📤 Sentence arrived from LLM: Let me say that again - Kendrick?...
2025-12-30T06:33:00.093624790Z [err]  2025-12-30 06:33:00,063 - server - INFO - ⏱️ [TIMING] TTFS (Time To First Sentence): 926ms
2025-12-30T06:33:00.093628829Z [err]  2025-12-30 06:33:00,063 - server - INFO - ⚡ Starting REAL-TIME TTS for first sentence
2025-12-30T06:33:00.093633035Z [err]  2025-12-30 06:33:00,063 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:33:00.093637292Z [err]  2025-12-30 06:33:00,063 - server - INFO - ⚡ ON-DEMAND: Creating persistent TTS session (multi-worker mode)
2025-12-30T06:33:00.155372659Z [err]  2025-12-30 06:33:00,152 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:33:00.245603369Z [err]  2025-12-30 06:33:00,240 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:33:00.330789180Z [err]  2025-12-30 06:33:00,328 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:33:00.354942448Z [err]  2025-12-30 06:33:00,350 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2025-12-30T06:33:00.354949484Z [err]  2025-12-30 06:33:00,350 - server - INFO - ✅ ON-DEMAND: Using Telnyx WebSocket from closure for streaming audio
2025-12-30T06:33:00.354954370Z [err]  2025-12-30 06:33:00,350 - persistent_tts_service - INFO - 🎙️ Extracted voice_settings from agent config: {'stability': 0.6, 'similarity_boost': 0.65, 'style': 0.2, 'use_speaker_boost': True}
2025-12-30T06:33:00.354958233Z [err]  2025-12-30 06:33:00,351 - persistent_tts_service - INFO - 🔌 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Establishing persistent TTS WebSocket...
2025-12-30T06:33:00.354962577Z [err]  2025-12-30 06:33:00,351 - persistent_tts_service - INFO - 🎙️ [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Voice settings: {'stability': 0.6, 'similarity_boost': 0.65, 'style': 0.2, 'use_speaker_boost': True}
2025-12-30T06:33:00.354966365Z [err]  2025-12-30 06:33:00,351 - elevenlabs_ws_service - INFO - 🔌 Connecting to ElevenLabs WebSocket: voice=J5iaaqzR5zn6HFG4jV3b, model=eleven_turbo_v2_5
2025-12-30T06:33:00.354970639Z [err]  2025-12-30 06:33:00,351 - elevenlabs_ws_service - INFO - 🎙️ Voice settings: stability=0.6, similarity=0.65, style=0.2
2025-12-30T06:33:00.390931058Z [err]  2025-12-30 06:33:00,383 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:oLcFcMqRyuLPQSMRo... (active sessions: ['v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g'])
2025-12-30T06:33:00.390938484Z [err]  2025-12-30 06:33:00,383 - dead_air_monitor - INFO - 🔍 MONITOR: agent_speaking=False, user_speaking=False, silence=1.0s, checkin_count=0/2
2025-12-30T06:33:00.533694414Z [err]  2025-12-30 06:33:00,483 - persistent_tts_service - INFO - 🔊 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Comfort noise loop started
2025-12-30T06:33:00.533705902Z [err]  2025-12-30 06:33:00,482 - elevenlabs_ws_service - INFO - ✅ Connected to ElevenLabs WebSocket
2025-12-30T06:33:00.533707026Z [err]  2025-12-30 06:33:00,483 - persistent_tts_service - INFO - ✅ Created persistent TTS session for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:33:00.533715075Z [err]  2025-12-30 06:33:00,482 - elevenlabs_ws_service - INFO - 📤 Sent BOS message with voice settings
2025-12-30T06:33:00.533717168Z [err]  2025-12-30 06:33:00,483 - server - INFO - ✅ ON-DEMAND: Persistent TTS session created successfully!
2025-12-30T06:33:00.533725238Z [err]  2025-12-30 06:33:00,482 - persistent_tts_service - INFO - ✅ [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Persistent TTS WebSocket established
2025-12-30T06:33:00.533726912Z [err]  2025-12-30 06:33:00,483 - server - INFO - 🔍 Persistent TTS lookup: call_id=v3:oLcFcMqRyuLPQSMRo..., session=FOUND
2025-12-30T06:33:00.533733855Z [err]  2025-12-30 06:33:00,483 - persistent_tts_service - INFO - 🎧 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Audio receiver loop started
2025-12-30T06:33:00.533736680Z [err]  2025-12-30 06:33:00,483 - server - INFO - 🚀 Streaming sentence #1 via persistent WebSocket
2025-12-30T06:33:00.533744246Z [err]  2025-12-30 06:33:00,483 - server - INFO - 🎵 TTS task #1 started at +419ms
2025-12-30T06:33:00.533753007Z [err]  2025-12-30 06:33:00,483 - server - INFO - ⏱️ [TIMING] TTFT_TTS (First TTS Task Started): 1346ms
2025-12-30T06:33:00.533759343Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - 🔄 Rephrased script: Let me say that again - Kendrick?...
2025-12-30T06:33:00.533766224Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - ⏱️ SILENCE TIMER RESET (user gave meaningful response) for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:33:00.534602752Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - 🔊 Silence tracking reset for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA (user responded)
2025-12-30T06:33:00.534610587Z [err]  2025-12-30 06:33:00,484 - persistent_tts_service - INFO - 🔊 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Starting comfort noise loop
2025-12-30T06:33:00.534613056Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - ✅ User responded to regular message, resetting counter
2025-12-30T06:33:00.534620360Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - 💾 Storing node ID 2 in conversation history
2025-12-30T06:33:00.534626606Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - LLM response (1.25s): Let me say that again - Kendrick?
2025-12-30T06:33:00.534632843Z [err]  2025-12-30 06:33:00,483 - core_calling_service - INFO - Total latency: 1.25s
2025-12-30T06:33:00.534639678Z [err]  2025-12-30 06:33:00,484 - server - INFO - ✅ LLM finished in 1347ms, TTS tasks already running in background
2025-12-30T06:33:00.534645727Z [err]  2025-12-30 06:33:00,484 - server - INFO - 🎵 Streaming 1 TTS chunks as they complete...
2025-12-30T06:33:00.534651556Z [err]  2025-12-30 06:33:00,484 - server - INFO - 🚀 Persistent TTS: Audio already streaming in background!
2025-12-30T06:33:00.534655935Z [err]  2025-12-30 06:33:00,484 - server - INFO -    1 sentences queued and playing seamlessly
2025-12-30T06:33:00.534661795Z [err]  2025-12-30 06:33:00,484 - persistent_tts_service - INFO - 🎵 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Playback consumer started
2025-12-30T06:33:00.534667831Z [err]  2025-12-30 06:33:00,484 - persistent_tts_service - INFO - 🎧 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Audio Receiver Loop STARTED
2025-12-30T06:33:00.534673640Z [err]  2025-12-30 06:33:00,484 - persistent_tts_service - INFO - 💓 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Starting TTS keep-alive loop (every 15s)
2025-12-30T06:33:00.535899407Z [err]  2025-12-30 06:33:00,485 - persistent_tts_service - INFO - 🎤 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Streaming sentence #1: Let me say that again - Kendrick?...
2025-12-30T06:33:00.535910230Z [err]  2025-12-30 06:33:00,485 - persistent_tts_service - INFO - 🚀 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Sent sentence #1 (NON-BLOCKING) in 0ms
2025-12-30T06:33:00.535917645Z [err]  2025-12-30 06:33:00,485 - persistent_tts_service - INFO - 📊 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] DIAGNOSTIC: pending_sentences=1, audio_queue=0, is_first=True, is_last=False
2025-12-30T06:33:00.535924455Z [err]  2025-12-30 06:33:00,485 - persistent_tts_service - INFO - 🎧 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] Receiver processing sentence #1: 'Let me say that again - Kendri...'
2025-12-30T06:33:00.535931581Z [err]  2025-12-30 06:33:00,485 - persistent_tts_service - INFO - 📊 [Call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA] DIAGNOSTIC: queue_latency=0ms, pending_sentences=0, audio_queue=0, interrupted=False
2025-12-30T06:33:00.535939042Z [err]  2025-12-30 06:33:00,485 - server - INFO - ✅ All 1 persistent TTS streams completed
2025-12-30T06:33:00.535946904Z [err]  2025-12-30 06:33:00,485 - server - INFO - ✅ Agent generation complete (persistent TTS) - response window closed
2025-12-30T06:33:00.535952735Z [err]  2025-12-30 06:33:00,485 - server - INFO - ⏱️  FIRST AUDIO STARTED: 1348ms from user stop 🚀
2025-12-30T06:33:00.535956860Z [err]  2025-12-30 06:33:00,485 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:oLcFcMqRyuLPQSMRotJdh23YvIadFk7AZDhFLrbkYNB0bzCalxskvA
2025-12-30T06:33:00.535961501Z [err]  2025-12-30 06:33:00,485 - server - INFO - ✅ Agent generation complete - response window closed
2025-12-30T06:33:00.535965430Z [err]  2025-12-30 06:33:00,485 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2025-12-30T06:33:00.537116835Z [err]  2025-12-30 06:33:00,485 - server - INFO - ⏱️  [TIMING] ==== E2E LATENCY SUMMARY ====
2025-12-30T06:33:00.537128939Z [err]  2025-12-30 06:33:00,485 - server - INFO - ⏱️  [TIMING] STT: 18ms (provider: soniox, model: stt-rt-v3)
2025-12-30T06:33:00.537136199Z [err]  2025-12-30 06:33:00,485 - server - INFO - ⏱️  [TIMING] LLM_TOTAL: 1347ms (provider: grok, model: grok-4-1-fast-non-reasoning)
2025-12-30T06:33:00.537143019Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] TTS_TOTAL: 422ms (provider: elevenlabs, websocket: False)
2025-12-30T06:33:00.537149562Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] E2E_TOTAL: 1348ms (user stopped → play_audio_url called)
2025-12-30T06:33:00.537155953Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] ⚠️ NOTE: E2E_TOTAL does not include:
2025-12-30T06:33:00.537162237Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING]   - Telnyx processing time (~50-200ms)
2025-12-30T06:33:00.537168762Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING]   - Network latency to user's phone (~50-150ms)
2025-12-30T06:33:00.537175246Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING]   - Phone audio buffering (~50-200ms)
2025-12-30T06:33:00.537181545Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING]   - TOTAL MISSING: ~150-550ms typically
2025-12-30T06:33:00.537187807Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING]   - REAL USER LATENCY: 1648ms estimated
2025-12-30T06:33:00.537193989Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] RESPONSE_TEXT: 33 chars, 1 sentences
2025-12-30T06:33:00.537200498Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] USER_INPUT: 'Hell o....'
2025-12-30T06:33:00.537206761Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] AI_RESPONSE: 'Let me say that again - Kendrick?...'
2025-12-30T06:33:00.538014051Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  [TIMING] ==========================
2025-12-30T06:33:00.538019013Z [err]  2025-12-30 06:33:00,486 - server - INFO - ⏱️  ═══════════════════════════════════════════════
